date,north_am_index,north_pm_index,south_am_index,south_pm_index,north_am_raw,north_pm_raw,south_am_raw,south_pm_raw
2026-06-16,10,1,5,1,,,,
2026-06-17,10,2,10,3,,,,
2026-06-18,2,3,2,3,,,,
2026-06-19,10,1,3,1,,,,
2026-06-20,1,1,1,1,,,,
2026-06-21,1,10,1,1,,,,
2026-06-22,10,10,6,1,,,,
2026-06-23,8,1,2,1,,,,
2026-06-24,1,2,1,1,,,,
2026-06-25,1,1,1,1,,,,
2026-06-26,1,4,1,1,,,,
2026-06-27,1,1,1,1,,,,
2026-06-28,1,1,1,1,,,,
2026-06-29,1,1,1,1,,,,
2026-06-30,1,1,1,1,,,,
